order_id,order_line_id,order_datetime,channel_id,fulfillment_center_id,oms_sku_code,ordered_qty,fulfilled_qty,cancelled_qty,unit_selling_price,order_status
ORD00005562,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00013,3,3,0,49900.0,COMPLETED
ORD00005563,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00013,9,9,0,49900.0,COMPLETED
ORD00005711,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00013,12,12,0,49900.0,COMPLETED
ORD00005712,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00013,12,12,0,49900.0,COMPLETED
ORD00005713,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00013,3,3,0,49900.0,COMPLETED
ORD00005865,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00013,4,3,1,49900.0,PARTIAL
ORD00005866,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00013,13,13,0,49900.0,COMPLETED
ORD00005867,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00013,10,10,0,49900.0,COMPLETED
ORD00006018,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00014,6,6,0,52900.0,COMPLETED
ORD00006019,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00014,1,1,0,52900.0,COMPLETED
ORD00006162,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00014,8,1,0,52900.0,PARTIAL
ORD00006163,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00014,2,0,0,52900.0,PARTIAL
ORD00006164,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00014,2,0,0,52900.0,PARTIAL
ORD00006311,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00014,6,6,0,52900.0,COMPLETED
ORD00006312,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00014,6,1,0,52900.0,PARTIAL
ORD00006313,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00014,3,0,0,52900.0,PARTIAL
ORD00006456,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00015,16,16,0,15900.0,COMPLETED
ORD00006457,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00015,13,11,2,15900.0,PARTIAL
ORD00006458,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00015,5,5,0,15900.0,COMPLETED
ORD00006611,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00015,21,21,0,15900.0,COMPLETED
ORD00006612,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00015,59,58,1,15900.0,PARTIAL
ORD00006613,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00015,5,5,0,15900.0,COMPLETED
ORD00006767,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00015,27,26,1,15900.0,PARTIAL
ORD00006768,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00015,8,7,1,15900.0,PARTIAL
ORD00006769,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00015,20,20,0,15900.0,COMPLETED
ORD00006923,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00016,3,3,0,17900.0,COMPLETED
ORD00006924,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00016,3,3,0,17900.0,COMPLETED
ORD00006925,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00016,2,2,0,17900.0,COMPLETED
ORD00007066,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00016,2,2,0,17900.0,COMPLETED
ORD00007067,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00016,11,11,0,17900.0,COMPLETED
ORD00007068,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00016,10,0,10,17900.0,CANCELLED
ORD00007215,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00016,4,4,0,17900.0,COMPLETED
ORD00007216,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00016,3,2,1,17900.0,PARTIAL
ORD00007364,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00017,9,9,0,54900.0,COMPLETED
ORD00007365,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00017,10,10,0,54900.0,COMPLETED
ORD00007366,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00017,1,1,0,54900.0,COMPLETED
ORD00007516,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00017,20,20,0,54900.0,COMPLETED
ORD00007517,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00017,4,4,0,54900.0,COMPLETED
ORD00007518,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00017,18,18,0,54900.0,COMPLETED
ORD00007672,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00017,19,19,0,54900.0,COMPLETED
ORD00007673,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00017,3,3,0,54900.0,COMPLETED
ORD00007674,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00017,4,4,0,54900.0,COMPLETED
ORD00007822,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00018,8,8,0,24900.0,COMPLETED
ORD00007823,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00018,8,8,0,24900.0,COMPLETED
ORD00007824,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00018,1,1,0,24900.0,COMPLETED
ORD00007977,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00018,15,15,0,24900.0,COMPLETED
ORD00007978,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00018,5,5,0,24900.0,COMPLETED
ORD00007979,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00018,2,2,0,24900.0,COMPLETED
ORD00008133,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00018,3,0,3,24900.0,CANCELLED
ORD00008134,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00018,11,10,1,24900.0,PARTIAL
ORD00008135,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00018,5,5,0,24900.0,COMPLETED
ORD00008287,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00019,5,5,0,27900.0,COMPLETED
ORD00008288,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00019,6,6,0,27900.0,COMPLETED
ORD00008289,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00019,4,4,0,27900.0,COMPLETED
ORD00008435,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00019,17,17,0,27900.0,COMPLETED
ORD00008436,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00019,6,6,0,27900.0,COMPLETED
ORD00008437,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00019,5,5,0,27900.0,COMPLETED
ORD00008591,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00019,4,4,0,27900.0,COMPLETED
ORD00008592,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00019,17,17,0,27900.0,COMPLETED
ORD00008593,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00019,7,7,0,27900.0,COMPLETED
ORD00008745,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00020,4,4,0,45900.0,COMPLETED
ORD00008746,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00020,9,9,0,45900.0,COMPLETED
ORD00008747,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00020,5,5,0,45900.0,COMPLETED
ORD00008896,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00020,8,8,0,45900.0,COMPLETED
ORD00008897,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00020,12,12,0,45900.0,COMPLETED
ORD00008898,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00020,5,5,0,45900.0,COMPLETED
ORD00009051,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00020,8,8,0,45900.0,COMPLETED
ORD00009052,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00020,7,7,0,45900.0,COMPLETED
ORD00009053,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00020,1,1,0,45900.0,COMPLETED
ORD00009204,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00021,11,11,0,44900.0,COMPLETED
ORD00009205,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00021,9,9,0,44900.0,COMPLETED
ORD00009206,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00021,9,8,1,44900.0,PARTIAL
ORD00009359,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00021,29,29,0,44900.0,COMPLETED
ORD00009360,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00021,7,7,0,44900.0,COMPLETED
ORD00009361,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00021,22,22,0,44900.0,COMPLETED
ORD00009515,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00021,13,11,2,44900.0,PARTIAL
ORD00009516,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00021,19,18,1,44900.0,PARTIAL
ORD00009517,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00021,6,6,0,44900.0,COMPLETED
ORD00009669,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00022,8,8,0,47900.0,COMPLETED
ORD00009670,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00022,8,8,0,47900.0,COMPLETED
ORD00009671,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00022,9,9,0,47900.0,COMPLETED
ORD00009820,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00022,10,10,0,47900.0,COMPLETED
ORD00009821,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00022,4,4,0,47900.0,COMPLETED
ORD00009822,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00022,8,8,0,47900.0,COMPLETED
ORD00009975,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00022,12,12,0,47900.0,COMPLETED
ORD00009976,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00022,2,2,0,47900.0,COMPLETED
ORD00009977,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00022,10,10,0,47900.0,COMPLETED
ORD00010129,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00023,9,9,0,41900.0,COMPLETED
ORD00010130,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00023,14,13,1,41900.0,PARTIAL
ORD00010131,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00023,4,4,0,41900.0,COMPLETED
ORD00010284,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00023,12,12,0,41900.0,COMPLETED
ORD00010285,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00023,3,3,0,41900.0,COMPLETED
ORD00010286,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00023,22,20,2,41900.0,PARTIAL
ORD00010439,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00023,25,25,0,41900.0,COMPLETED
ORD00010440,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00023,6,5,1,41900.0,PARTIAL
ORD00010441,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00023,8,8,0,41900.0,COMPLETED
ORD00010594,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00024,2,2,0,16900.0,COMPLETED
ORD00010595,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00024,12,12,0,16900.0,COMPLETED
ORD00010596,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00024,5,4,1,16900.0,PARTIAL
ORD00010750,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00024,4,4,0,16900.0,COMPLETED
ORD00010751,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00024,14,13,1,16900.0,PARTIAL
ORD00010752,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00024,24,24,0,16900.0,COMPLETED
ORD00010905,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00024,13,13,0,16900.0,COMPLETED
ORD00010906,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00024,4,4,0,16900.0,COMPLETED
ORD00010907,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00024,11,11,0,16900.0,COMPLETED
ORD00011058,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00025,3,3,0,31900.0,COMPLETED
ORD00011059,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00025,13,13,0,31900.0,COMPLETED
ORD00011060,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00025,9,8,1,31900.0,PARTIAL
ORD00011206,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00025,5,5,0,31900.0,COMPLETED
ORD00011207,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00025,3,3,0,31900.0,COMPLETED
ORD00011208,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00025,13,13,0,31900.0,COMPLETED
ORD00011359,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00025,7,7,0,31900.0,COMPLETED
ORD00011360,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00025,11,11,0,31900.0,COMPLETED
ORD00011361,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00025,3,3,0,31900.0,COMPLETED
ORD00011510,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00026,13,13,0,48900.0,COMPLETED
ORD00011511,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00026,2,2,0,48900.0,COMPLETED
ORD00011512,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00026,14,12,2,48900.0,PARTIAL
ORD00011663,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00026,6,6,0,48900.0,COMPLETED
ORD00011664,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00026,2,2,0,48900.0,COMPLETED
ORD00011665,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00026,16,16,0,48900.0,COMPLETED
ORD00011818,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00026,14,14,0,48900.0,COMPLETED
ORD00011819,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00026,17,17,0,48900.0,COMPLETED
ORD00011820,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00026,6,6,0,48900.0,COMPLETED
ORD00011973,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00027,4,4,0,36900.0,COMPLETED
ORD00011974,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00027,9,9,0,36900.0,COMPLETED
ORD00011975,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00027,29,28,1,36900.0,PARTIAL
ORD00012129,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00027,22,21,1,36900.0,PARTIAL
ORD00012130,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00027,12,12,0,36900.0,COMPLETED
ORD00012131,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00027,38,37,1,36900.0,PARTIAL
ORD00012285,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00027,17,15,2,36900.0,PARTIAL
ORD00012286,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00027,11,11,0,36900.0,COMPLETED
ORD00012287,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00027,4,4,0,36900.0,COMPLETED
ORD00012441,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00028,18,17,1,10900.0,PARTIAL
ORD00012442,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00028,7,6,1,10900.0,PARTIAL
ORD00012443,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00028,2,2,0,10900.0,COMPLETED
ORD00012596,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00028,8,8,0,10900.0,COMPLETED
ORD00012597,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00028,20,20,0,10900.0,COMPLETED
ORD00012598,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00028,37,37,0,10900.0,COMPLETED
ORD00012752,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00028,16,16,0,10900.0,COMPLETED
ORD00012753,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00028,21,21,0,10900.0,COMPLETED
ORD00012754,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00028,6,5,1,10900.0,PARTIAL
ORD00012907,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00029,2,2,0,42900.0,COMPLETED
ORD00012908,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00029,4,4,0,42900.0,COMPLETED
ORD00012909,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00029,1,1,0,42900.0,COMPLETED
ORD00013054,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00029,8,8,0,42900.0,COMPLETED
ORD00013055,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00029,1,1,0,42900.0,COMPLETED
ORD00013056,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00029,10,9,1,42900.0,PARTIAL
ORD00013208,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00029,1,1,0,42900.0,COMPLETED
ORD00013209,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00029,15,15,0,42900.0,COMPLETED
ORD00013210,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00029,8,8,0,42900.0,COMPLETED
ORD00013357,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00030,5,5,0,14900.0,COMPLETED
ORD00013358,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00030,9,9,0,14900.0,COMPLETED
ORD00013359,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00030,10,10,0,14900.0,COMPLETED
ORD00013500,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00030,12,12,0,14900.0,COMPLETED
ORD00013501,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00030,13,13,0,14900.0,COMPLETED
ORD00013502,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00030,3,3,0,14900.0,COMPLETED
ORD00013653,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00030,4,4,0,14900.0,COMPLETED
ORD00013654,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00030,2,2,0,14900.0,COMPLETED
ORD00013655,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00030,5,5,0,14900.0,COMPLETED
ORD00013804,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00031,9,9,0,24900.0,COMPLETED
ORD00013805,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00031,17,15,2,24900.0,PARTIAL
ORD00013806,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00031,8,8,0,24900.0,COMPLETED
ORD00013958,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00031,28,0,28,24900.0,CANCELLED
ORD00013959,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00031,10,9,1,24900.0,PARTIAL
ORD00013960,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00031,18,18,0,24900.0,COMPLETED
ORD00014114,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00031,8,8,0,24900.0,COMPLETED
ORD00014115,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00031,22,21,1,24900.0,PARTIAL
ORD00014116,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00031,1,1,0,24900.0,COMPLETED
ORD00014268,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00032,17,17,0,35900.0,COMPLETED
ORD00014269,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00032,5,5,0,35900.0,COMPLETED
ORD00014270,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00032,15,15,0,35900.0,COMPLETED
ORD00014423,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00032,29,28,1,35900.0,PARTIAL
ORD00014424,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00032,3,3,0,35900.0,COMPLETED
ORD00014425,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00032,20,20,0,35900.0,COMPLETED
ORD00014578,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00032,4,3,1,35900.0,PARTIAL
ORD00014579,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00032,21,20,1,35900.0,PARTIAL
ORD00014580,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00032,23,23,0,35900.0,COMPLETED
ORD00014732,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00033,3,3,0,58900.0,COMPLETED
ORD00014733,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00033,6,6,0,58900.0,COMPLETED
ORD00014858,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00033,6,6,0,58900.0,COMPLETED
ORD00014859,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00033,1,1,0,58900.0,COMPLETED
ORD00014860,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00033,8,8,0,58900.0,COMPLETED
ORD00015002,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00033,3,3,0,58900.0,COMPLETED
ORD00015003,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00033,2,2,0,58900.0,COMPLETED
ORD00015004,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00033,9,9,0,58900.0,COMPLETED
ORD00015135,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00034,9,9,0,35900.0,COMPLETED
ORD00015136,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00034,7,7,0,35900.0,COMPLETED
ORD00015137,001,2025-02-20 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00034,17,16,1,35900.0,PARTIAL
ORD00015289,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00034,10,10,0,35900.0,COMPLETED
ORD00015290,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00034,11,11,0,35900.0,COMPLETED
ORD00015291,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00034,20,20,0,35900.0,COMPLETED
ORD00015444,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00034,2,2,0,35900.0,COMPLETED
ORD00015445,001,2025-02-20 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00034,10,10,0,35900.0,COMPLETED
ORD00015446,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00034,14,14,0,35900.0,COMPLETED
ORD00015594,001,2025-02-20 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00035,1,1,0,46900.0,COMPLETED
ORD00015595,001,2025-02-20 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00035,1,1,0,46900.0,COMPLETED
ORD00015713,001,2025-02-20 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00035,2,2,0,46900.0,COMPLETED
ORD00015714,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00035,6,6,0,46900.0,COMPLETED
ORD00015715,001,2025-02-20 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00035,5,5,0,46900.0,COMPLETED
ORD00015855,001,2025-02-20 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00035,2,0,0,46900.0,PARTIAL
