receipt_id,receipt_line_id,po_id,po_line_id,receipt_datetime,center_id,wms_sku_code,received_qty,accepted_qty,rejected_qty,receipt_status
GR001067,001,PO000902,001,2025-03-10 10:00:00,MFC_GANGNAM,WMS-L00026,91,91,0,RECEIVED
GR001081,001,PO000915,001,2025-03-10 10:00:00,FC_DONGTAN,WMS-L00026,156,156,0,RECEIVED
GR001096,001,PO000928,001,2025-03-10 10:00:00,FC_INCHEON,WMS-L00026,113,113,0,PARTIAL
GR001215,001,PO001024,001,2025-03-10 10:00:00,FC_DONGTAN,WMS-L00029,92,92,0,RECEIVED
GR001229,001,PO001037,001,2025-03-10 10:00:00,FC_INCHEON,WMS-L00029,78,78,0,RECEIVED
GR001366,001,PO001155,001,2025-03-10 10:00:00,MFC_GANGNAM,WMS-L00033,39,39,0,RECEIVED
GR001415,001,PO001198,001,2025-03-10 10:00:00,FC_DONGTAN,WMS-L00034,172,172,0,RECEIVED
GR001429,001,PO001209,001,2025-03-10 10:00:00,FC_INCHEON,WMS-L00034,94,94,0,PARTIAL
GR001647,001,PO001404,001,2025-03-10 10:00:00,MFC_GANGNAM,WMS-L00040,45,45,0,RECEIVED
GR000180,001,PO000146,001,2025-03-11 10:00:00,MFC_GANGNAM,WMS-L00005,201,201,0,RECEIVED
GR000192,001,PO000158,001,2025-03-11 10:00:00,FC_DONGTAN,WMS-L00005,235,235,0,PARTIAL
GR000263,001,PO000215,001,2025-03-11 10:00:00,MFC_GANGNAM,WMS-L00007,144,140,4,PARTIAL
GR000434,001,PO000363,001,2025-03-11 10:00:00,MFC_GANGNAM,WMS-L00011,41,41,0,RECEIVED
GR000513,001,PO000434,001,2025-03-11 10:00:00,MFC_GANGNAM,WMS-L00013,54,54,0,PARTIAL
GR000722,001,PO000610,001,2025-03-11 10:00:00,MFC_GANGNAM,WMS-L00018,94,94,0,RECEIVED
GR000834,001,PO000710,001,2025-03-11 10:00:00,FC_INCHEON,WMS-L00020,91,0,91,REJECTED
GR000859,001,PO000734,001,2025-03-11 10:00:00,FC_DONGTAN,WMS-L00021,192,178,14,PARTIAL
GR001202,001,PO001011,001,2025-03-11 10:00:00,MFC_GANGNAM,WMS-L00029,62,62,0,PARTIAL
GR001315,001,PO001111,001,2025-03-11 10:00:00,FC_INCHEON,WMS-L00031,136,136,0,RECEIVED
GR001604,001,PO001366,001,2025-03-11 10:00:00,MFC_GANGNAM,WMS-L00039,79,79,0,RECEIVED
GR001661,001,PO001417,001,2025-03-11 10:00:00,FC_DONGTAN,WMS-L00040,70,70,0,RECEIVED
GR000017,001,PO000015,001,2025-03-12 10:00:00,FC_DONGTAN,WMS-L00001,113,106,7,PARTIAL
GR000061,001,PO000052,001,2025-03-12 10:00:00,FC_DONGTAN,WMS-L00002,113,113,0,RECEIVED
GR000149,001,PO000122,001,2025-03-12 10:00:00,FC_DONGTAN,WMS-L00004,214,207,7,PARTIAL
GR000275,001,PO000227,001,2025-03-12 10:00:00,FC_DONGTAN,WMS-L00007,231,231,0,RECEIVED
GR000288,001,PO000239,001,2025-03-12 10:00:00,FC_INCHEON,WMS-L00007,161,161,0,RECEIVED
GR000316,001,PO000263,001,2025-03-12 10:00:00,FC_DONGTAN,WMS-L00008,174,174,0,PARTIAL
GR000331,001,PO000275,001,2025-03-12 10:00:00,FC_INCHEON,WMS-L00008,201,201,0,RECEIVED
GR000359,001,PO000301,001,2025-03-12 10:00:00,FC_DONGTAN,WMS-L00009,357,357,0,RECEIVED
GR000448,001,PO000376,001,2025-03-12 10:00:00,FC_DONGTAN,WMS-L00011,84,80,4,PARTIAL
GR000528,001,PO000447,001,2025-03-12 10:00:00,FC_DONGTAN,WMS-L00013,147,147,0,PARTIAL
GR000581,001,PO000494,001,2025-03-12 10:00:00,FC_INCHEON,WMS-L00014,45,45,0,PARTIAL
GR000821,001,PO000698,001,2025-03-12 10:00:00,FC_DONGTAN,WMS-L00020,142,131,11,PARTIAL
GR000871,001,PO000746,001,2025-03-12 10:00:00,FC_INCHEON,WMS-L00021,153,151,2,PARTIAL
GR001301,001,PO001100,001,2025-03-12 10:00:00,FC_DONGTAN,WMS-L00031,217,217,0,RECEIVED
GR001402,001,PO001187,001,2025-03-12 10:00:00,MFC_GANGNAM,WMS-L00034,114,112,2,PARTIAL
GR001617,001,PO001379,001,2025-03-12 10:00:00,FC_DONGTAN,WMS-L00039,138,138,0,RECEIVED
GR000092,001,PO000076,001,2025-03-13 10:00:00,MFC_GANGNAM,WMS-L00003,129,129,0,RECEIVED
GR000204,001,PO000169,001,2025-03-13 10:00:00,FC_INCHEON,WMS-L00005,214,214,0,RECEIVED
GR000374,001,PO000314,001,2025-03-13 10:00:00,FC_INCHEON,WMS-L00009,270,270,0,RECEIVED
GR000543,001,PO000460,001,2025-03-13 10:00:00,FC_INCHEON,WMS-L00013,94,91,3,PARTIAL
GR000692,002,PO000585,001,2025-03-13 10:00:00,FC_DONGTAN,WMS-L00017,53,53,0,RECEIVED
GR000790,001,PO000672,001,2025-03-13 10:00:00,FC_INCHEON,WMS-L00019,124,123,1,PARTIAL
GR000806,001,PO000685,001,2025-03-13 10:00:00,MFC_GANGNAM,WMS-L00020,96,94,2,PARTIAL
GR001527,001,PO001295,001,2025-03-13 10:00:00,MFC_GANGNAM,WMS-L00037,59,59,0,RECEIVED
GR001631,001,PO001392,001,2025-03-13 10:00:00,FC_INCHEON,WMS-L00039,71,71,0,PARTIAL
GR000302,001,PO000251,001,2025-03-14 10:00:00,MFC_GANGNAM,WMS-L00008,196,196,0,RECEIVED
GR000651,001,PO000551,001,2025-03-14 10:00:00,FC_DONGTAN,WMS-L00016,48,46,2,PARTIAL
GR000737,002,PO000623,001,2025-03-14 10:00:00,FC_DONGTAN,WMS-L00018,78,77,1,PARTIAL
GR000751,001,PO000636,001,2025-03-14 10:00:00,FC_INCHEON,WMS-L00018,132,132,0,RECEIVED
GR001340,001,PO001133,001,2025-03-14 10:00:00,FC_DONGTAN,WMS-L00032,84,84,0,PARTIAL
GR000135,001,PO000110,001,2025-03-15 10:00:00,MFC_GANGNAM,WMS-L00004,123,118,5,PARTIAL
GR000493,001,PO000419,001,2025-03-15 10:00:00,FC_INCHEON,WMS-L00012,65,65,0,PARTIAL
GR000615,001,PO000518,001,2025-03-15 10:00:00,FC_DONGTAN,WMS-L00015,124,124,0,PARTIAL
GR000765,001,PO000648,001,2025-03-15 10:00:00,MFC_GANGNAM,WMS-L00019,114,114,0,RECEIVED
GR000778,001,PO000660,001,2025-03-15 10:00:00,FC_DONGTAN,WMS-L00019,163,163,0,RECEIVED
GR000949,001,PO000808,001,2025-03-15 10:00:00,FC_DONGTAN,WMS-L00023,230,230,0,RECEIVED
GR001109,001,PO000940,001,2025-03-15 10:00:00,MFC_GANGNAM,WMS-L00027,93,93,0,PARTIAL
GR001170,001,PO000987,001,2025-03-15 10:00:00,FC_DONGTAN,WMS-L00028,152,152,0,PARTIAL
GR000234,001,PO000192,001,2025-03-16 10:00:00,FC_DONGTAN,WMS-L00006,231,231,0,PARTIAL
GR000902,001,PO000772,001,2025-03-16 10:00:00,FC_DONGTAN,WMS-L00022,119,110,9,PARTIAL
GR000918,001,PO000785,001,2025-03-16 10:00:00,FC_INCHEON,WMS-L00022,54,54,0,PARTIAL
GR000992,001,PO000843,001,2025-03-16 10:00:00,FC_DONGTAN,WMS-L00024,112,112,0,PARTIAL
GR001242,001,PO001050,001,2025-03-16 10:00:00,MFC_GANGNAM,WMS-L00030,58,56,2,PARTIAL
GR001254,001,PO001062,001,2025-03-16 10:00:00,FC_DONGTAN,WMS-L00030,110,110,0,RECEIVED
GR001271,001,PO001075,001,2025-03-16 10:00:00,FC_INCHEON,WMS-L00030,30,30,0,PARTIAL
GR001341,002,PO001133,001,2025-03-16 10:00:00,FC_DONGTAN,WMS-L00032,75,75,0,PARTIAL
GR000193,002,PO000158,001,2025-03-17 10:00:00,FC_DONGTAN,WMS-L00005,149,149,0,RECEIVED
GR000247,001,PO000203,001,2025-03-17 10:00:00,FC_INCHEON,WMS-L00006,163,163,0,RECEIVED
GR000616,002,PO000518,001,2025-03-17 10:00:00,FC_DONGTAN,WMS-L00015,151,151,0,RECEIVED
GR001050,001,PO000890,001,2025-03-17 10:00:00,FC_INCHEON,WMS-L00025,63,63,0,PARTIAL
GR001138,001,PO000962,001,2025-03-17 10:00:00,FC_INCHEON,WMS-L00027,180,180,0,RECEIVED
GR000108,001,PO000088,001,2025-03-18 10:00:00,FC_DONGTAN,WMS-L00003,119,119,0,PARTIAL
GR000471,001,PO000398,001,2025-03-18 10:00:00,MFC_GANGNAM,WMS-L00012,77,77,0,PARTIAL
GR000936,001,PO000798,001,2025-03-18 10:00:00,MFC_GANGNAM,WMS-L00023,90,90,0,PARTIAL
GR000993,002,PO000843,001,2025-03-18 10:00:00,FC_DONGTAN,WMS-L00024,48,48,0,RECEIVED
GR001006,001,PO000854,001,2025-03-18 10:00:00,FC_INCHEON,WMS-L00024,136,136,0,RECEIVED
GR001186,001,PO000999,001,2025-03-18 10:00:00,FC_INCHEON,WMS-L00028,160,160,0,RECEIVED
GR000217,001,PO000181,001,2025-03-19 10:00:00,MFC_GANGNAM,WMS-L00006,80,80,0,PARTIAL
GR000317,002,PO000263,001,2025-03-19 10:00:00,FC_DONGTAN,WMS-L00008,144,0,144,REJECTED
GR000418,001,PO000350,001,2025-03-19 10:00:00,FC_INCHEON,WMS-L00010,156,156,0,PARTIAL
GR000887,001,PO000759,001,2025-03-20 10:00:00,MFC_GANGNAM,WMS-L00022,75,75,0,RECEIVED
GR000937,002,PO000798,001,2025-03-20 10:00:00,MFC_GANGNAM,WMS-L00023,54,54,0,RECEIVED
GR001024,001,PO000866,001,2025-03-20 10:00:00,MFC_GANGNAM,WMS-L00025,77,77,0,RECEIVED
GR001272,002,PO001075,001,2025-03-20 10:00:00,FC_INCHEON,WMS-L00030,25,25,0,PARTIAL
GR000048,001,PO000040,001,2025-03-21 10:00:00,MFC_GANGNAM,WMS-L00002,94,94,0,PARTIAL
GR000401,001,PO000337,001,2025-03-21 10:00:00,FC_DONGTAN,WMS-L00010,305,305,0,RECEIVED
GR000494,002,PO000419,001,2025-03-21 10:00:00,FC_INCHEON,WMS-L00012,60,60,0,RECEIVED
GR000514,002,PO000434,001,2025-03-21 10:00:00,MFC_GANGNAM,WMS-L00013,32,32,0,RECEIVED
GR000978,001,PO000831,001,2025-03-21 10:00:00,MFC_GANGNAM,WMS-L00024,91,91,0,RECEIVED
GR000218,002,PO000181,001,2025-03-22 10:00:00,MFC_GANGNAM,WMS-L00006,64,64,0,RECEIVED
GR000678,001,PO000575,001,2025-03-22 10:00:00,MFC_GANGNAM,WMS-L00017,56,56,0,PARTIAL
GR001154,001,PO000975,001,2025-03-22 10:00:00,MFC_GANGNAM,WMS-L00028,104,104,0,PARTIAL
GR001171,002,PO000987,001,2025-03-22 10:00:00,FC_DONGTAN,WMS-L00028,133,123,10,PARTIAL
GR001328,001,PO001122,001,2025-03-22 10:00:00,MFC_GANGNAM,WMS-L00032,94,94,0,PARTIAL
GR000472,001,PO000399,001,2025-03-23 10:00:00,MFC_GANGNAM,WMS-L00012,59,59,0,PARTIAL
GR000495,001,PO000420,001,2025-03-23 10:00:00,FC_INCHEON,WMS-L00012,86,86,0,PARTIAL
GR000617,001,PO000519,001,2025-03-25 10:00:00,FC_DONGTAN,WMS-L00015,169,169,0,PARTIAL
GR001355,001,PO001144,001,2025-03-25 10:00:00,FC_INCHEON,WMS-L00032,143,143,0,RECEIVED
GR000919,002,PO000785,001,2025-03-26 10:00:00,FC_INCHEON,WMS-L00022,24,24,0,RECEIVED
GR001551,001,PO001318,001,2025-03-26 10:00:00,FC_INCHEON,WMS-L00037,63,63,0,RECEIVED
GR000109,002,PO000088,001,2025-03-27 10:00:00,FC_DONGTAN,WMS-L00003,110,110,0,RECEIVED
GR000481,001,PO000408,001,2025-03-27 10:00:00,FC_DONGTAN,WMS-L00012,107,107,0,PARTIAL
GR000569,001,PO000484,001,2025-03-27 10:00:00,FC_DONGTAN,WMS-L00014,34,32,2,PARTIAL
GR000639,001,PO000540,001,2025-03-27 10:00:00,MFC_GANGNAM,WMS-L00016,34,0,34,REJECTED
GR001470,001,PO001246,001,2025-03-27 10:00:00,FC_INCHEON,WMS-L00035,45,42,3,PARTIAL
GR001443,001,PO001222,001,2025-03-28 10:00:00,MFC_GANGNAM,WMS-L00035,42,42,0,PARTIAL
GR000496,002,PO000420,001,2025-03-29 10:00:00,FC_INCHEON,WMS-L00012,68,68,0,PARTIAL
GR000600,001,PO000507,001,2025-03-29 10:00:00,MFC_GANGNAM,WMS-L00015,62,60,2,PARTIAL
GR000679,002,PO000575,001,2025-03-30 10:00:00,MFC_GANGNAM,WMS-L00017,48,48,0,RECEIVED
GR001393,001,PO001179,001,2025-03-30 10:00:00,FC_INCHEON,WMS-L00033,35,35,0,PARTIAL
GR000018,001,PO000016,001,2025-03-31 10:00:00,FC_DONGTAN,WMS-L00001,108,108,0,PARTIAL
GR000473,002,PO000399,001,2025-04-01 10:00:00,MFC_GANGNAM,WMS-L00012,27,27,0,PARTIAL
GR000618,002,PO000519,001,2025-04-01 10:00:00,FC_DONGTAN,WMS-L00015,64,64,0,RECEIVED
GR001528,001,PO001296,001,2025-04-01 10:00:00,MFC_GANGNAM,WMS-L00037,35,35,0,PARTIAL
GR000582,001,PO000495,001,2025-04-02 10:00:00,FC_INCHEON,WMS-L00014,28,28,0,PARTIAL
GR001538,001,PO001306,001,2025-04-02 10:00:00,FC_DONGTAN,WMS-L00037,96,96,0,PARTIAL
GR000004,001,PO000003,001,2025-04-03 10:00:00,MFC_GANGNAM,WMS-L00001,76,76,0,RECEIVED
GR000031,001,PO000028,001,2025-04-03 10:00:00,FC_INCHEON,WMS-L00001,72,72,0,RECEIVED
GR000666,001,PO000562,001,2025-04-03 10:00:00,FC_INCHEON,WMS-L00016,50,50,0,RECEIVED
GR001499,001,PO001271,001,2025-04-04 10:00:00,FC_DONGTAN,WMS-L00036,80,80,0,PARTIAL
GR001516,001,PO001284,001,2025-04-04 10:00:00,FC_INCHEON,WMS-L00036,52,52,0,RECEIVED
GR001563,001,PO001330,001,2025-04-04 10:00:00,MFC_GANGNAM,WMS-L00038,41,41,0,RECEIVED
GR001592,001,PO001355,001,2025-04-04 10:00:00,FC_INCHEON,WMS-L00038,53,53,0,RECEIVED
GR000166,001,PO000136,001,2025-04-05 10:00:00,FC_INCHEON,WMS-L00004,118,118,0,PARTIAL
GR000693,001,PO000586,001,2025-04-05 10:00:00,FC_DONGTAN,WMS-L00017,118,116,2,PARTIAL
GR000847,001,PO000723,001,2025-04-05 10:00:00,MFC_GANGNAM,WMS-L00021,124,124,0,RECEIVED
GR001578,001,PO001342,001,2025-04-05 10:00:00,FC_DONGTAN,WMS-L00038,65,65,0,RECEIVED
GR000136,001,PO000111,001,2025-04-06 10:00:00,MFC_GANGNAM,WMS-L00004,78,72,6,PARTIAL
GR000150,001,PO000123,001,2025-04-06 10:00:00,FC_DONGTAN,WMS-L00004,183,183,0,PARTIAL
GR000332,001,PO000276,001,2025-04-06 10:00:00,FC_INCHEON,WMS-L00008,266,266,0,RECEIVED
GR000482,002,PO000408,001,2025-04-06 10:00:00,FC_DONGTAN,WMS-L00012,63,63,0,PARTIAL
GR000570,002,PO000484,001,2025-04-06 10:00:00,FC_DONGTAN,WMS-L00014,22,22,0,PARTIAL
GR001097,001,PO000929,001,2025-04-06 10:00:00,FC_INCHEON,WMS-L00026,125,125,0,RECEIVED
GR001216,001,PO001025,001,2025-04-06 10:00:00,FC_DONGTAN,WMS-L00029,104,104,0,RECEIVED
GR001289,001,PO001089,001,2025-04-06 10:00:00,MFC_GANGNAM,WMS-L00031,130,130,0,RECEIVED
GR001485,001,PO001259,001,2025-04-06 10:00:00,MFC_GANGNAM,WMS-L00036,46,0,46,REJECTED
GR001605,001,PO001367,001,2025-04-06 10:00:00,MFC_GANGNAM,WMS-L00039,65,65,0,RECEIVED
GR001632,001,PO001393,001,2025-04-06 10:00:00,FC_INCHEON,WMS-L00039,91,91,0,RECEIVED
GR000529,001,PO000448,001,2025-04-07 10:00:00,FC_DONGTAN,WMS-L00013,160,160,0,RECEIVED
GR000779,001,PO000661,001,2025-04-07 10:00:00,FC_DONGTAN,WMS-L00019,207,207,0,RECEIVED
GR000807,001,PO000686,001,2025-04-07 10:00:00,MFC_GANGNAM,WMS-L00020,67,67,0,PARTIAL
GR001203,001,PO001012,001,2025-04-07 10:00:00,MFC_GANGNAM,WMS-L00029,58,58,0,RECEIVED
GR001648,001,PO001405,001,2025-04-07 10:00:00,MFC_GANGNAM,WMS-L00040,45,45,0,RECEIVED
GR001662,001,PO001418,001,2025-04-07 10:00:00,FC_DONGTAN,WMS-L00040,67,67,0,RECEIVED
GR001673,001,PO001428,001,2025-04-07 10:00:00,FC_INCHEON,WMS-L00040,45,45,0,RECEIVED
GR000181,001,PO000147,001,2025-04-08 10:00:00,MFC_GANGNAM,WMS-L00005,175,175,0,RECEIVED
GR000264,001,PO000216,001,2025-04-08 10:00:00,MFC_GANGNAM,WMS-L00007,144,144,0,RECEIVED
GR000289,001,PO000240,001,2025-04-08 10:00:00,FC_INCHEON,WMS-L00007,183,171,12,PARTIAL
GR000303,001,PO000252,001,2025-04-08 10:00:00,MFC_GANGNAM,WMS-L00008,198,198,0,RECEIVED
GR000345,001,PO000289,001,2025-04-08 10:00:00,MFC_GANGNAM,WMS-L00009,237,237,0,RECEIVED
GR000360,001,PO000302,001,2025-04-08 10:00:00,FC_DONGTAN,WMS-L00009,412,412,0,RECEIVED
GR000558,001,PO000472,001,2025-04-08 10:00:00,MFC_GANGNAM,WMS-L00014,36,36,0,PARTIAL
GR000601,002,PO000507,001,2025-04-08 10:00:00,MFC_GANGNAM,WMS-L00015,26,26,0,PARTIAL
GR000628,001,PO000530,001,2025-04-08 10:00:00,FC_INCHEON,WMS-L00015,199,199,0,RECEIVED
GR000766,001,PO000649,001,2025-04-08 10:00:00,MFC_GANGNAM,WMS-L00019,103,103,0,PARTIAL
GR000791,001,PO000673,001,2025-04-08 10:00:00,FC_INCHEON,WMS-L00019,141,139,2,PARTIAL
GR000860,001,PO000735,001,2025-04-08 10:00:00,FC_DONGTAN,WMS-L00021,231,231,0,RECEIVED
GR001378,001,PO001168,001,2025-04-08 10:00:00,FC_DONGTAN,WMS-L00033,64,64,0,RECEIVED
GR001457,001,PO001234,001,2025-04-08 10:00:00,FC_DONGTAN,WMS-L00035,42,42,0,PARTIAL
GR001529,002,PO001296,001,2025-04-08 10:00:00,MFC_GANGNAM,WMS-L00037,17,17,0,RECEIVED
GR001618,001,PO001380,001,2025-04-08 10:00:00,FC_DONGTAN,WMS-L00039,146,0,146,REJECTED
GR000194,001,PO000159,001,2025-04-09 10:00:00,FC_DONGTAN,WMS-L00005,331,331,0,PARTIAL
GR000205,001,PO000170,001,2025-04-09 10:00:00,FC_INCHEON,WMS-L00005,240,240,0,RECEIVED
GR000318,001,PO000264,001,2025-04-09 10:00:00,FC_DONGTAN,WMS-L00008,351,351,0,RECEIVED
GR000375,001,PO000315,001,2025-04-09 10:00:00,FC_INCHEON,WMS-L00009,205,205,0,PARTIAL
GR000738,001,PO000624,001,2025-04-09 10:00:00,FC_DONGTAN,WMS-L00018,97,97,0,PARTIAL
GR000752,001,PO000637,001,2025-04-09 10:00:00,FC_INCHEON,WMS-L00018,127,127,0,RECEIVED
GR000808,002,PO000686,001,2025-04-09 10:00:00,MFC_GANGNAM,WMS-L00020,27,27,0,RECEIVED
GR001068,001,PO000903,001,2025-04-09 10:00:00,MFC_GANGNAM,WMS-L00026,102,102,0,RECEIVED
GR001082,001,PO000916,001,2025-04-09 10:00:00,FC_DONGTAN,WMS-L00026,154,0,154,REJECTED
GR001316,001,PO001112,001,2025-04-09 10:00:00,FC_INCHEON,WMS-L00031,183,170,13,PARTIAL
GR001403,001,PO001188,001,2025-04-09 10:00:00,MFC_GANGNAM,WMS-L00034,123,123,0,RECEIVED
GR000074,001,PO000064,001,2025-04-10 10:00:00,FC_INCHEON,WMS-L00002,43,43,0,PARTIAL
GR000248,001,PO000204,001,2025-04-10 10:00:00,FC_INCHEON,WMS-L00006,175,175,0,PARTIAL
GR000419,001,PO000351,001,2025-04-10 10:00:00,FC_INCHEON,WMS-L00010,209,209,0,RECEIVED
GR000435,001,PO000364,001,2025-04-10 10:00:00,MFC_GANGNAM,WMS-L00011,45,44,1,PARTIAL
GR000822,001,PO000699,001,2025-04-10 10:00:00,FC_DONGTAN,WMS-L00020,141,141,0,RECEIVED
GR000872,001,PO000747,001,2025-04-10 10:00:00,FC_INCHEON,WMS-L00021,77,77,0,PARTIAL
GR001230,001,PO001038,001,2025-04-10 10:00:00,FC_INCHEON,WMS-L00029,71,71,0,PARTIAL
GR000219,001,PO000182,001,2025-04-11 10:00:00,MFC_GANGNAM,WMS-L00006,118,118,0,PARTIAL
GR000276,001,PO000228,001,2025-04-11 10:00:00,FC_DONGTAN,WMS-L00007,255,255,0,RECEIVED
GR000385,001,PO000325,001,2025-04-11 10:00:00,MFC_GANGNAM,WMS-L00010,95,95,0,PARTIAL
GR000449,001,PO000377,001,2025-04-11 10:00:00,FC_DONGTAN,WMS-L00011,84,84,0,RECEIVED
GR000515,001,PO000435,001,2025-04-11 10:00:00,MFC_GANGNAM,WMS-L00013,99,92,7,PARTIAL
GR000544,001,PO000461,001,2025-04-11 10:00:00,FC_INCHEON,WMS-L00013,125,124,1,PARTIAL
GR000835,001,PO000711,001,2025-04-11 10:00:00,FC_INCHEON,WMS-L00020,94,94,0,RECEIVED
GR000965,001,PO000820,001,2025-04-11 10:00:00,FC_INCHEON,WMS-L00023,105,105,0,PARTIAL
GR001051,001,PO000891,001,2025-04-11 10:00:00,FC_INCHEON,WMS-L00025,44,44,0,PARTIAL
GR000062,001,PO000053,001,2025-04-12 10:00:00,FC_DONGTAN,WMS-L00002,85,85,0,PARTIAL
GR000093,001,PO000077,001,2025-04-12 10:00:00,MFC_GANGNAM,WMS-L00003,95,0,95,REJECTED
GR000461,001,PO000389,001,2025-04-12 10:00:00,FC_INCHEON,WMS-L00011,35,35,0,PARTIAL
GR000723,001,PO000611,001,2025-04-12 10:00:00,MFC_GANGNAM,WMS-L00018,103,103,0,RECEIVED
GR001155,001,PO000976,001,2025-04-12 10:00:00,MFC_GANGNAM,WMS-L00028,83,80,3,PARTIAL
GR000386,002,PO000325,001,2025-04-13 10:00:00,MFC_GANGNAM,WMS-L00010,49,46,3,PARTIAL
GR000903,001,PO000773,001,2025-04-13 10:00:00,FC_DONGTAN,WMS-L00022,110,110,0,PARTIAL
GR001025,001,PO000867,001,2025-04-13 10:00:00,MFC_GANGNAM,WMS-L00025,86,86,0,RECEIVED
GR000049,001,PO000041,001,2025-04-14 10:00:00,MFC_GANGNAM,WMS-L00002,85,85,0,PARTIAL
GR000110,001,PO000089,001,2025-04-14 10:00:00,FC_DONGTAN,WMS-L00003,244,244,0,RECEIVED
GR000167,002,PO000136,001,2025-04-14 10:00:00,FC_INCHEON,WMS-L00004,72,72,0,RECEIVED
GR000402,001,PO000338,001,2025-04-14 10:00:00,FC_DONGTAN,WMS-L00010,319,319,0,RECEIVED
GR000462,002,PO000389,001,2025-04-14 10:00:00,FC_INCHEON,WMS-L00011,12,12,0,PARTIAL
GR000497,001,PO000421,001,2025-04-14 10:00:00,FC_INCHEON,WMS-L00012,66,66,0,PARTIAL
GR000888,001,PO000760,001,2025-04-14 10:00:00,MFC_GANGNAM,WMS-L00022,58,58,0,PARTIAL
GR000920,001,PO000786,001,2025-04-14 10:00:00,FC_INCHEON,WMS-L00022,117,111,6,PARTIAL
GR001273,001,PO001076,001,2025-04-14 10:00:00,FC_INCHEON,WMS-L00030,69,69,0,PARTIAL
GR000075,002,PO000064,001,2025-04-15 10:00:00,FC_INCHEON,WMS-L00002,43,43,0,PARTIAL
GR000123,001,PO000100,001,2025-04-15 10:00:00,FC_INCHEON,WMS-L00003,166,166,0,RECEIVED
GR000739,002,PO000624,001,2025-04-15 10:00:00,FC_DONGTAN,WMS-L00018,83,83,0,RECEIVED
GR001007,001,PO000855,001,2025-04-15 10:00:00,FC_INCHEON,WMS-L00024,78,78,0,PARTIAL
GR001037,001,PO000878,001,2025-04-15 10:00:00,FC_DONGTAN,WMS-L00025,135,135,0,RECEIVED
GR001127,001,PO000952,001,2025-04-15 10:00:00,FC_DONGTAN,WMS-L00027,167,167,0,PARTIAL
GR001139,001,PO000963,001,2025-04-15 10:00:00,FC_INCHEON,WMS-L00027,147,147,0,PARTIAL
GR001156,002,PO000976,001,2025-04-15 10:00:00,MFC_GANGNAM,WMS-L00028,31,31,0,PARTIAL
GR000137,002,PO000111,001,2025-04-16 10:00:00,MFC_GANGNAM,WMS-L00004,46,46,0,PARTIAL
GR000873,002,PO000747,001,2025-04-16 10:00:00,FC_INCHEON,WMS-L00021,72,72,0,RECEIVED
GR000938,001,PO000799,001,2025-04-17 10:00:00,MFC_GANGNAM,WMS-L00023,84,84,0,PARTIAL
GR000950,001,PO000809,001,2025-04-17 10:00:00,FC_DONGTAN,WMS-L00023,191,191,0,PARTIAL
GR000994,001,PO000844,001,2025-04-17 10:00:00,FC_DONGTAN,WMS-L00024,121,121,0,PARTIAL
GR001110,001,PO000941,001,2025-04-17 10:00:00,MFC_GANGNAM,WMS-L00027,103,103,0,PARTIAL
GR001255,001,PO001063,001,2025-04-17 10:00:00,FC_DONGTAN,WMS-L00030,86,86,0,PARTIAL
GR000235,001,PO000193,001,2025-04-18 10:00:00,FC_DONGTAN,WMS-L00006,288,288,0,RECEIVED
GR000619,001,PO000520,001,2025-04-18 10:00:00,FC_DONGTAN,WMS-L00015,183,183,0,PARTIAL
GR000889,002,PO000760,001,2025-04-18 10:00:00,MFC_GANGNAM,WMS-L00022,31,31,0,RECEIVED
GR001172,001,PO000988,001,2025-04-18 10:00:00,FC_DONGTAN,WMS-L00028,201,196,5,PARTIAL
GR000602,001,PO000508,001,2025-04-19 10:00:00,MFC_GANGNAM,WMS-L00015,50,48,2,PARTIAL
GR001052,002,PO000891,001,2025-04-19 10:00:00,FC_INCHEON,WMS-L00025,29,28,1,PARTIAL
GR001187,001,PO001000,001,2025-04-19 10:00:00,FC_INCHEON,WMS-L00028,73,73,0,PARTIAL
GR001342,001,PO001134,001,2025-04-19 10:00:00,FC_DONGTAN,WMS-L00032,120,120,0,PARTIAL
GR000498,002,PO000421,001,2025-04-20 10:00:00,FC_INCHEON,WMS-L00012,71,71,0,RECEIVED
GR001243,001,PO001051,001,2025-04-20 10:00:00,MFC_GANGNAM,WMS-L00030,59,59,0,RECEIVED
GR000995,002,PO000844,001,2025-04-21 10:00:00,FC_DONGTAN,WMS-L00024,54,54,0,RECEIVED
GR001128,002,PO000952,001,2025-04-21 10:00:00,FC_DONGTAN,WMS-L00027,123,116,7,PARTIAL
GR001343,002,PO001134,001,2025-04-21 10:00:00,FC_DONGTAN,WMS-L00032,67,67,0,PARTIAL
GR001430,001,PO001210,001,2025-04-21 10:00:00,FC_INCHEON,WMS-L00034,114,114,0,RECEIVED
GR000640,001,PO000541,001,2025-04-22 10:00:00,MFC_GANGNAM,WMS-L00016,26,26,0,PARTIAL
GR001008,002,PO000855,001,2025-04-22 10:00:00,FC_INCHEON,WMS-L00024,30,30,0,RECEIVED
GR000939,002,PO000799,001,2025-04-23 10:00:00,MFC_GANGNAM,WMS-L00023,43,43,0,RECEIVED
GR001188,002,PO001000,001,2025-04-23 10:00:00,FC_INCHEON,WMS-L00028,46,46,0,PARTIAL
GR001416,001,PO001199,001,2025-04-23 10:00:00,FC_DONGTAN,WMS-L00034,226,226,0,RECEIVED
