po_id,po_line_id,po_created_date,vendor_id,erp_sku_code,center_id,ordered_qty,confirmed_qty,promised_delivery_date,po_status,cancelled_qty,last_updated_at
PO001049,001,2025-02-05,V004,ERP-I00030,MFC_GANGNAM,72,58,2025-02-17,Partial,14,2025-02-17 02:00:00
PO001099,001,2025-02-05,V005,ERP-I00031,FC_DONGTAN,252,242,2025-02-11,Partial,10,2025-02-13 02:00:00
PO001133,001,2025-02-05,V008,ERP-I00032,FC_DONGTAN,234,221,2025-03-12,Partial,13,2025-03-16 02:00:00
PO001144,001,2025-02-05,V008,ERP-I00032,FC_INCHEON,168,143,2025-03-12,Closed,25,2025-03-25 02:00:00
PO001155,001,2025-02-05,V009,ERP-I00033,MFC_GANGNAM,42,39,2025-03-01,Closed,3,2025-03-10 02:00:00
PO001167,001,2025-02-05,V009,ERP-I00033,FC_DONGTAN,60,57,2025-03-01,Closed,3,2025-03-03 02:00:00
PO001187,001,2025-02-05,V008,ERP-I00034,MFC_GANGNAM,120,114,2025-03-12,Partial,6,2025-03-12 02:00:00
PO001221,001,2025-02-05,V009,ERP-I00035,MFC_GANGNAM,48,45,2025-03-01,Closed,3,2025-03-03 02:00:00
PO001283,001,2025-02-05,V009,ERP-I00036,FC_INCHEON,48,47,2025-03-01,Closed,1,2025-03-08 02:00:00
PO001305,001,2025-02-05,V009,ERP-I00037,FC_DONGTAN,126,118,2025-03-01,Partial,8,2025-03-03 02:00:00
PO001403,001,2025-02-05,V005,ERP-I00040,MFC_GANGNAM,48,45,2025-02-11,Closed,3,2025-02-19 02:00:00
PO001416,001,2025-02-05,V005,ERP-I00040,FC_DONGTAN,72,72,2025-02-11,Partial,0,2025-02-12 02:00:00
PO000003,001,2025-03-03,V006,ERP-I00001,MFC_GANGNAM,84,76,2025-03-31,Closed,8,2025-04-03 02:00:00
PO000016,001,2025-03-03,V006,ERP-I00001,FC_DONGTAN,138,120,2025-03-31,Partial,18,2025-03-31 02:00:00
PO000052,001,2025-03-03,V002,ERP-I00002,FC_DONGTAN,144,113,2025-03-13,Closed,31,2025-03-12 02:00:00
PO000076,001,2025-03-03,V002,ERP-I00003,MFC_GANGNAM,150,129,2025-03-13,Closed,21,2025-03-13 02:00:00
PO000088,001,2025-03-03,V002,ERP-I00003,FC_DONGTAN,252,229,2025-03-13,Closed,23,2025-03-27 02:00:00
PO000136,001,2025-03-03,V006,ERP-I00004,FC_INCHEON,216,190,2025-03-31,Closed,26,2025-04-14 02:00:00
PO000192,001,2025-03-03,V002,ERP-I00006,FC_DONGTAN,288,272,2025-03-13,Partial,16,2025-03-16 02:00:00
PO000239,001,2025-03-03,V001,ERP-I00007,FC_INCHEON,168,161,2025-03-10,Closed,7,2025-03-12 02:00:00
PO000263,001,2025-03-03,V001,ERP-I00008,FC_DONGTAN,318,318,2025-03-10,Partial,0,2025-03-19 02:00:00
PO000363,001,2025-03-03,V003,ERP-I00011,MFC_GANGNAM,42,41,2025-03-11,Closed,1,2025-03-11 02:00:00
PO000388,001,2025-03-03,V003,ERP-I00011,FC_INCHEON,54,0,2025-03-11,Cancelled,54,2025-03-04 00:00:00
PO000409,001,2025-03-03,V007,ERP-I00012,FC_DONGTAN,312,185,2025-04-14,Partial,127,2025-05-12 02:00:00
PO000541,001,2025-03-03,V007,ERP-I00016,MFC_GANGNAM,72,43,2025-04-14,Closed,29,2025-04-27 02:00:00
PO000610,001,2025-03-03,V003,ERP-I00018,MFC_GANGNAM,96,94,2025-03-11,Closed,2,2025-03-11 02:00:00
PO000623,001,2025-03-03,V003,ERP-I00018,FC_DONGTAN,156,152,2025-03-11,Partial,4,2025-03-14 02:00:00
PO000672,001,2025-03-03,V003,ERP-I00019,FC_INCHEON,144,142,2025-03-11,Partial,2,2025-03-13 02:00:00
PO000710,001,2025-03-03,V003,ERP-I00020,FC_INCHEON,96,91,2025-03-11,Open,5,2025-03-11 02:00:00
PO000722,001,2025-03-03,V005,ERP-I00021,MFC_GANGNAM,120,115,2025-03-09,Closed,5,2025-03-09 02:00:00
PO000808,001,2025-03-03,V004,ERP-I00023,FC_DONGTAN,246,230,2025-03-15,Closed,16,2025-03-15 02:00:00
PO000831,001,2025-03-03,V004,ERP-I00024,MFC_GANGNAM,108,91,2025-03-15,Closed,17,2025-03-21 02:00:00
PO000843,001,2025-03-03,V004,ERP-I00024,FC_DONGTAN,186,160,2025-03-15,Closed,26,2025-03-18 02:00:00
PO000854,001,2025-03-03,V004,ERP-I00024,FC_INCHEON,150,136,2025-03-15,Closed,14,2025-03-18 02:00:00
PO000866,001,2025-03-03,V004,ERP-I00025,MFC_GANGNAM,96,77,2025-03-15,Closed,19,2025-03-20 02:00:00
PO000999,001,2025-03-03,V004,ERP-I00028,FC_INCHEON,180,160,2025-03-15,Closed,20,2025-03-18 02:00:00
PO001088,001,2025-03-03,V005,ERP-I00031,MFC_GANGNAM,144,136,2025-03-09,Open,8,2025-03-09 02:00:00
PO001134,001,2025-03-03,V008,ERP-I00032,FC_DONGTAN,246,220,2025-04-07,Partial,26,2025-04-21 02:00:00
PO001145,001,2025-03-03,V008,ERP-I00032,FC_INCHEON,180,0,2025-04-07,Cancelled,180,2025-03-04 00:00:00
PO001188,001,2025-03-03,V008,ERP-I00034,MFC_GANGNAM,144,123,2025-04-07,Closed,21,2025-04-09 02:00:00
PO001259,001,2025-03-03,V009,ERP-I00036,MFC_GANGNAM,48,46,2025-03-27,Open,2,2025-04-06 02:00:00
PO001284,001,2025-03-03,V009,ERP-I00036,FC_INCHEON,54,52,2025-03-27,Closed,2,2025-04-04 02:00:00
PO001296,001,2025-03-03,V009,ERP-I00037,MFC_GANGNAM,54,52,2025-03-27,Closed,2,2025-04-08 02:00:00
PO001318,001,2025-03-03,V009,ERP-I00037,FC_INCHEON,66,63,2025-03-27,Closed,3,2025-03-26 02:00:00
PO001342,001,2025-03-03,V009,ERP-I00038,FC_DONGTAN,66,65,2025-03-27,Closed,1,2025-04-05 02:00:00
PO001404,001,2025-03-03,V005,ERP-I00040,MFC_GANGNAM,48,45,2025-03-09,Closed,3,2025-03-10 02:00:00
PO001427,001,2025-03-03,V005,ERP-I00040,FC_INCHEON,48,47,2025-03-09,Closed,1,2025-03-09 02:00:00
PO000063,001,2025-03-04,V002,ERP-I00002,FC_INCHEON,120,0,2025-03-14,Cancelled,120,2025-03-05 00:00:00
PO000111,001,2025-03-04,V006,ERP-I00004,MFC_GANGNAM,156,149,2025-04-01,Partial,7,2025-04-16 02:00:00
PO000123,001,2025-03-04,V006,ERP-I00004,FC_DONGTAN,264,226,2025-04-01,Partial,38,2025-04-06 02:00:00
PO000169,001,2025-03-04,V001,ERP-I00005,FC_INCHEON,216,214,2025-03-11,Closed,2,2025-03-13 02:00:00
PO000181,001,2025-03-04,V002,ERP-I00006,MFC_GANGNAM,168,144,2025-03-14,Closed,24,2025-03-22 02:00:00
PO000215,001,2025-03-04,V001,ERP-I00007,MFC_GANGNAM,144,144,2025-03-11,Partial,0,2025-03-11 02:00:00
PO000288,001,2025-03-04,V001,ERP-I00009,MFC_GANGNAM,240,229,2025-03-11,Closed,11,2025-03-10 02:00:00
PO000350,001,2025-03-04,V002,ERP-I00010,FC_INCHEON,234,219,2025-03-14,Partial,15,2025-03-19 02:00:00
PO000421,001,2025-03-04,V007,ERP-I00012,FC_INCHEON,216,137,2025-04-15,Closed,79,2025-04-20 02:00:00
PO000434,001,2025-03-04,V003,ERP-I00013,MFC_GANGNAM,90,86,2025-03-12,Closed,4,2025-03-21 02:00:00
PO000447,001,2025-03-04,V003,ERP-I00013,FC_DONGTAN,174,174,2025-03-12,Partial,0,2025-03-12 02:00:00
PO000508,001,2025-03-04,V007,ERP-I00015,MFC_GANGNAM,204,141,2025-04-15,Partial,63,2025-04-29 02:00:00
PO000520,001,2025-03-04,V007,ERP-I00015,FC_DONGTAN,360,298,2025-04-15,Partial,62,2025-04-18 02:00:00
PO000563,001,2025-03-04,V007,ERP-I00016,FC_INCHEON,72,62,2025-04-15,Partial,10,2025-04-28 02:00:00
PO000636,001,2025-03-04,V003,ERP-I00018,FC_INCHEON,132,132,2025-03-12,Closed,0,2025-03-14 02:00:00
PO000698,001,2025-03-04,V003,ERP-I00020,FC_DONGTAN,144,142,2025-03-12,Partial,2,2025-03-12 02:00:00
PO000734,001,2025-03-04,V005,ERP-I00021,FC_DONGTAN,222,213,2025-03-10,Partial,9,2025-03-11 02:00:00
PO000772,001,2025-03-04,V004,ERP-I00022,FC_DONGTAN,144,119,2025-03-16,Partial,25,2025-03-16 02:00:00
PO000902,001,2025-03-04,V005,ERP-I00026,MFC_GANGNAM,96,91,2025-03-10,Closed,5,2025-03-10 02:00:00
PO000928,001,2025-03-04,V005,ERP-I00026,FC_INCHEON,120,120,2025-03-10,Partial,0,2025-03-10 02:00:00
PO000940,001,2025-03-04,V004,ERP-I00027,MFC_GANGNAM,156,138,2025-03-16,Partial,18,2025-03-15 02:00:00
PO000962,001,2025-03-04,V004,ERP-I00027,FC_INCHEON,210,180,2025-03-16,Closed,30,2025-03-17 02:00:00
PO000975,001,2025-03-04,V004,ERP-I00028,MFC_GANGNAM,156,126,2025-03-16,Partial,30,2025-03-22 02:00:00
PO000987,001,2025-03-04,V004,ERP-I00028,FC_DONGTAN,312,285,2025-03-16,Partial,27,2025-03-22 02:00:00
PO001011,001,2025-03-04,V005,ERP-I00029,MFC_GANGNAM,72,71,2025-03-10,Partial,1,2025-03-11 02:00:00
PO001037,001,2025-03-04,V005,ERP-I00029,FC_INCHEON,78,78,2025-03-10,Closed,0,2025-03-10 02:00:00
PO001100,001,2025-03-04,V005,ERP-I00031,FC_DONGTAN,228,217,2025-03-10,Closed,11,2025-03-12 02:00:00
PO001168,001,2025-03-04,V009,ERP-I00033,FC_DONGTAN,66,64,2025-03-28,Closed,2,2025-04-08 02:00:00
PO001179,001,2025-03-04,V009,ERP-I00033,FC_INCHEON,42,39,2025-03-28,Partial,3,2025-03-30 02:00:00
PO001210,001,2025-03-04,V008,ERP-I00034,FC_INCHEON,144,114,2025-04-08,Closed,30,2025-04-21 02:00:00
PO001222,001,2025-03-04,V009,ERP-I00035,MFC_GANGNAM,48,47,2025-03-28,Partial,1,2025-03-28 02:00:00
PO001306,001,2025-03-04,V009,ERP-I00037,FC_DONGTAN,114,114,2025-03-28,Partial,0,2025-04-02 02:00:00
PO001330,001,2025-03-04,V009,ERP-I00038,MFC_GANGNAM,42,41,2025-03-28,Closed,1,2025-04-04 02:00:00
PO001366,001,2025-03-04,V005,ERP-I00039,MFC_GANGNAM,84,79,2025-03-10,Closed,5,2025-03-11 02:00:00
PO001379,001,2025-03-04,V005,ERP-I00039,FC_DONGTAN,138,138,2025-03-10,Closed,0,2025-03-12 02:00:00
PO001417,001,2025-03-04,V005,ERP-I00040,FC_DONGTAN,72,70,2025-03-10,Closed,2,2025-03-11 02:00:00
PO000028,001,2025-03-05,V006,ERP-I00001,FC_INCHEON,78,72,2025-04-02,Closed,6,2025-04-03 02:00:00
PO000040,001,2025-03-05,V002,ERP-I00002,MFC_GANGNAM,120,103,2025-03-15,Partial,17,2025-03-21 02:00:00
PO000146,001,2025-03-05,V001,ERP-I00005,MFC_GANGNAM,204,201,2025-03-12,Closed,3,2025-03-11 02:00:00
PO000158,001,2025-03-05,V001,ERP-I00005,FC_DONGTAN,384,384,2025-03-12,Closed,0,2025-03-17 02:00:00
PO000203,001,2025-03-05,V002,ERP-I00006,FC_INCHEON,198,163,2025-03-15,Closed,35,2025-03-17 02:00:00
PO000227,001,2025-03-05,V001,ERP-I00007,FC_DONGTAN,240,231,2025-03-12,Closed,9,2025-03-12 02:00:00
PO000251,001,2025-03-05,V001,ERP-I00008,MFC_GANGNAM,204,196,2025-03-12,Closed,8,2025-03-14 02:00:00
PO000275,001,2025-03-05,V001,ERP-I00008,FC_INCHEON,210,201,2025-03-12,Closed,9,2025-03-12 02:00:00
PO000301,001,2025-03-05,V001,ERP-I00009,FC_DONGTAN,360,357,2025-03-12,Closed,3,2025-03-12 02:00:00
PO000314,001,2025-03-05,V001,ERP-I00009,FC_INCHEON,288,270,2025-03-12,Closed,18,2025-03-13 02:00:00
PO000337,001,2025-03-05,V002,ERP-I00010,FC_DONGTAN,354,305,2025-03-15,Closed,49,2025-03-21 02:00:00
PO000376,001,2025-03-05,V003,ERP-I00011,FC_DONGTAN,84,84,2025-03-13,Partial,0,2025-03-12 02:00:00
PO000400,001,2025-03-05,V007,ERP-I00012,MFC_GANGNAM,168,133,2025-04-16,Closed,35,2025-05-07 02:00:00
PO000460,001,2025-03-05,V003,ERP-I00013,FC_INCHEON,96,94,2025-03-13,Partial,2,2025-03-13 02:00:00
PO000473,001,2025-03-05,V007,ERP-I00014,MFC_GANGNAM,72,0,2025-04-16,Cancelled,72,2025-03-06 00:00:00
PO000496,001,2025-03-05,V007,ERP-I00014,FC_INCHEON,72,52,2025-04-16,Closed,20,2025-05-08 02:00:00
PO000552,001,2025-03-05,V007,ERP-I00016,FC_DONGTAN,120,73,2025-04-16,Closed,47,2025-05-07 02:00:00
PO000587,001,2025-03-05,V007,ERP-I00017,FC_DONGTAN,240,181,2025-04-16,Partial,59,2025-05-12 02:00:00
PO000598,001,2025-03-05,V007,ERP-I00017,FC_INCHEON,120,87,2025-04-16,Partial,33,2025-04-26 02:00:00
PO000648,001,2025-03-05,V003,ERP-I00019,MFC_GANGNAM,120,114,2025-03-13,Closed,6,2025-03-15 02:00:00
PO000660,001,2025-03-05,V003,ERP-I00019,FC_DONGTAN,168,163,2025-03-13,Closed,5,2025-03-15 02:00:00
PO000685,001,2025-03-05,V003,ERP-I00020,MFC_GANGNAM,96,96,2025-03-13,Partial,0,2025-03-13 02:00:00
PO000746,001,2025-03-05,V005,ERP-I00021,FC_INCHEON,162,153,2025-03-11,Partial,9,2025-03-12 02:00:00
PO000759,001,2025-03-05,V004,ERP-I00022,MFC_GANGNAM,96,75,2025-03-17,Closed,21,2025-03-20 02:00:00
PO000785,001,2025-03-05,V004,ERP-I00022,FC_INCHEON,96,78,2025-03-17,Closed,18,2025-03-26 02:00:00
PO000798,001,2025-03-05,V004,ERP-I00023,MFC_GANGNAM,150,144,2025-03-17,Closed,6,2025-03-20 02:00:00
PO000890,001,2025-03-05,V004,ERP-I00025,FC_INCHEON,96,86,2025-03-17,Partial,10,2025-03-17 02:00:00
PO000915,001,2025-03-05,V005,ERP-I00026,FC_DONGTAN,156,156,2025-03-11,Closed,0,2025-03-10 02:00:00
PO001024,001,2025-03-05,V005,ERP-I00029,FC_DONGTAN,96,92,2025-03-11,Closed,4,2025-03-10 02:00:00
PO001050,001,2025-03-05,V004,ERP-I00030,MFC_GANGNAM,72,62,2025-03-17,Partial,10,2025-03-16 02:00:00
PO001062,001,2025-03-05,V004,ERP-I00030,FC_DONGTAN,120,110,2025-03-17,Closed,10,2025-03-16 02:00:00
PO001075,001,2025-03-05,V004,ERP-I00030,FC_INCHEON,72,66,2025-03-17,Partial,6,2025-03-20 02:00:00
PO001111,001,2025-03-05,V005,ERP-I00031,FC_INCHEON,144,136,2025-03-11,Closed,8,2025-03-11 02:00:00
PO001156,001,2025-03-05,V009,ERP-I00033,MFC_GANGNAM,36,0,2025-03-29,Cancelled,36,2025-03-06 00:00:00
PO001199,001,2025-03-05,V008,ERP-I00034,FC_DONGTAN,240,226,2025-04-09,Closed,14,2025-04-23 02:00:00
PO001234,001,2025-03-05,V009,ERP-I00035,FC_DONGTAN,48,46,2025-03-29,Partial,2,2025-04-08 02:00:00
PO001246,001,2025-03-05,V009,ERP-I00035,FC_INCHEON,48,45,2025-03-29,Partial,3,2025-03-27 02:00:00
PO001271,001,2025-03-05,V009,ERP-I00036,FC_DONGTAN,96,93,2025-03-29,Partial,3,2025-04-04 02:00:00
PO001355,001,2025-03-05,V009,ERP-I00038,FC_INCHEON,54,53,2025-03-29,Closed,1,2025-04-04 02:00:00
PO001392,001,2025-03-05,V005,ERP-I00039,FC_INCHEON,78,77,2025-03-11,Partial,1,2025-03-13 02:00:00
PO000004,001,2025-03-31,V006,ERP-I00001,MFC_GANGNAM,84,77,2025-04-28,Partial,7,2025-05-09 02:00:00
PO000017,001,2025-03-31,V006,ERP-I00001,FC_DONGTAN,126,109,2025-04-28,Partial,17,2025-05-10 02:00:00
PO000041,001,2025-03-31,V002,ERP-I00002,MFC_GANGNAM,120,105,2025-04-10,Partial,15,2025-04-14 02:00:00
PO000147,001,2025-03-31,V001,ERP-I00005,MFC_GANGNAM,186,175,2025-04-07,Closed,11,2025-04-08 02:00:00
PO000182,001,2025-03-31,V002,ERP-I00006,MFC_GANGNAM,162,130,2025-04-10,Partial,32,2025-04-11 02:00:00
PO000204,001,2025-03-31,V002,ERP-I00006,FC_INCHEON,228,204,2025-04-10,Partial,24,2025-04-10 02:00:00
PO000252,001,2025-03-31,V001,ERP-I00008,MFC_GANGNAM,204,198,2025-04-07,Closed,6,2025-04-08 02:00:00
PO000276,001,2025-03-31,V001,ERP-I00008,FC_INCHEON,270,266,2025-04-07,Closed,4,2025-04-06 02:00:00
PO000325,001,2025-03-31,V002,ERP-I00010,MFC_GANGNAM,210,164,2025-04-10,Partial,46,2025-04-13 02:00:00
PO000338,001,2025-03-31,V002,ERP-I00010,FC_DONGTAN,366,319,2025-04-10,Closed,47,2025-04-14 02:00:00
PO000410,001,2025-03-31,V007,ERP-I00012,FC_DONGTAN,264,200,2025-05-12,Partial,64,2025-05-22 02:00:00
PO000422,001,2025-03-31,V007,ERP-I00012,FC_INCHEON,216,145,2025-05-12,Partial,71,2025-05-18 02:00:00
PO000448,001,2025-03-31,V003,ERP-I00013,FC_DONGTAN,162,160,2025-04-08,Closed,2,2025-04-07 02:00:00
PO000497,001,2025-03-31,V007,ERP-I00014,FC_INCHEON,72,51,2025-05-12,Partial,21,2025-06-09 02:00:00
PO000521,001,2025-03-31,V007,ERP-I00015,FC_DONGTAN,348,204,2025-05-12,Closed,144,2025-06-07 02:00:00
PO000531,001,2025-03-31,V007,ERP-I00015,FC_INCHEON,252,180,2025-05-12,Partial,72,2025-06-12 02:00:00
PO000599,001,2025-03-31,V007,ERP-I00017,FC_INCHEON,144,110,2025-05-12,Closed,34,2025-05-24 02:00:00
PO000624,001,2025-03-31,V003,ERP-I00018,FC_DONGTAN,180,180,2025-04-08,Closed,0,2025-04-15 02:00:00
PO000637,001,2025-03-31,V003,ERP-I00018,FC_INCHEON,132,127,2025-04-08,Closed,5,2025-04-09 02:00:00
PO000661,001,2025-03-31,V003,ERP-I00019,FC_DONGTAN,216,207,2025-04-08,Closed,9,2025-04-07 02:00:00
PO000673,001,2025-03-31,V003,ERP-I00019,FC_INCHEON,144,141,2025-04-08,Partial,3,2025-04-08 02:00:00
PO000686,001,2025-03-31,V003,ERP-I00020,MFC_GANGNAM,96,94,2025-04-08,Closed,2,2025-04-09 02:00:00
PO000723,001,2025-03-31,V005,ERP-I00021,MFC_GANGNAM,126,124,2025-04-06,Closed,2,2025-04-05 02:00:00
PO000760,001,2025-03-31,V004,ERP-I00022,MFC_GANGNAM,96,89,2025-04-12,Closed,7,2025-04-18 02:00:00
PO000799,001,2025-03-31,V004,ERP-I00023,MFC_GANGNAM,132,127,2025-04-12,Closed,5,2025-04-23 02:00:00
PO000820,001,2025-03-31,V004,ERP-I00023,FC_INCHEON,162,139,2025-04-12,Partial,23,2025-04-11 02:00:00
PO000878,001,2025-03-31,V004,ERP-I00025,FC_DONGTAN,144,135,2025-04-12,Closed,9,2025-04-15 02:00:00
PO000891,001,2025-03-31,V004,ERP-I00025,FC_INCHEON,96,85,2025-04-12,Partial,11,2025-04-19 02:00:00
PO000929,001,2025-03-31,V005,ERP-I00026,FC_INCHEON,132,125,2025-04-06,Closed,7,2025-04-06 02:00:00
PO001135,001,2025-03-31,V008,ERP-I00032,FC_DONGTAN,216,208,2025-05-05,Closed,8,2025-05-13 02:00:00
PO001157,001,2025-03-31,V009,ERP-I00033,MFC_GANGNAM,42,39,2025-04-24,Closed,3,2025-05-09 02:00:00
PO001180,001,2025-03-31,V009,ERP-I00033,FC_INCHEON,42,41,2025-04-24,Closed,1,2025-04-25 02:00:00
PO001200,001,2025-03-31,V008,ERP-I00034,FC_DONGTAN,216,169,2025-05-05,Partial,47,2025-05-25 02:00:00
PO001285,001,2025-03-31,V009,ERP-I00036,FC_INCHEON,60,59,2025-04-24,Closed,1,2025-05-10 02:00:00
PO001307,001,2025-03-31,V009,ERP-I00037,FC_DONGTAN,108,103,2025-04-24,Closed,5,2025-05-05 02:00:00
PO001367,001,2025-03-31,V005,ERP-I00039,MFC_GANGNAM,66,65,2025-04-06,Closed,1,2025-04-06 02:00:00
PO001393,001,2025-03-31,V005,ERP-I00039,FC_INCHEON,96,91,2025-04-06,Closed,5,2025-04-06 02:00:00
PO001428,001,2025-03-31,V005,ERP-I00040,FC_INCHEON,48,45,2025-04-06,Closed,3,2025-04-07 02:00:00
PO000064,001,2025-04-01,V002,ERP-I00002,FC_INCHEON,120,94,2025-04-11,Partial,26,2025-04-15 02:00:00
PO000089,001,2025-04-01,V002,ERP-I00003,FC_DONGTAN,258,244,2025-04-11,Closed,14,2025-04-14 02:00:00
PO000112,001,2025-04-01,V006,ERP-I00004,MFC_GANGNAM,156,145,2025-04-29,Closed,11,2025-05-13 02:00:00
PO000124,001,2025-04-01,V006,ERP-I00004,FC_DONGTAN,288,251,2025-04-29,Partial,37,2025-04-27 02:00:00
PO000159,001,2025-04-01,V001,ERP-I00005,FC_DONGTAN,384,379,2025-04-08,Partial,5,2025-04-09 02:00:00
PO000170,001,2025-04-01,V001,ERP-I00005,FC_INCHEON,252,240,2025-04-08,Closed,12,2025-04-09 02:00:00
PO000289,001,2025-04-01,V001,ERP-I00009,MFC_GANGNAM,240,237,2025-04-08,Closed,3,2025-04-08 02:00:00
PO000315,001,2025-04-01,V001,ERP-I00009,FC_INCHEON,240,236,2025-04-08,Partial,4,2025-04-09 02:00:00
PO000351,001,2025-04-01,V002,ERP-I00010,FC_INCHEON,228,209,2025-04-11,Closed,19,2025-04-10 02:00:00
PO000435,001,2025-04-01,V003,ERP-I00013,MFC_GANGNAM,102,99,2025-04-09,Partial,3,2025-04-11 02:00:00
PO000461,001,2025-04-01,V003,ERP-I00013,FC_INCHEON,126,125,2025-04-09,Partial,1,2025-04-11 02:00:00
PO000553,001,2025-04-01,V007,ERP-I00016,FC_DONGTAN,96,73,2025-05-13,Partial,23,2025-06-04 02:00:00
PO000564,001,2025-04-01,V007,ERP-I00016,FC_INCHEON,72,52,2025-05-13,Partial,20,2025-05-19 02:00:00
PO000649,001,2025-04-01,V003,ERP-I00019,MFC_GANGNAM,120,114,2025-04-09,Partial,6,2025-04-08 02:00:00
PO000711,001,2025-04-01,V003,ERP-I00020,FC_INCHEON,96,94,2025-04-09,Closed,2,2025-04-11 02:00:00
PO000735,001,2025-04-01,V005,ERP-I00021,FC_DONGTAN,240,231,2025-04-07,Closed,9,2025-04-08 02:00:00
PO000786,001,2025-04-01,V004,ERP-I00022,FC_INCHEON,120,117,2025-04-13,Partial,3,2025-04-14 02:00:00
PO000809,001,2025-04-01,V004,ERP-I00023,FC_DONGTAN,258,220,2025-04-13,Partial,38,2025-04-17 02:00:00
PO000844,001,2025-04-01,V004,ERP-I00024,FC_DONGTAN,192,175,2025-04-13,Closed,17,2025-04-21 02:00:00
PO000855,001,2025-04-01,V004,ERP-I00024,FC_INCHEON,138,108,2025-04-13,Closed,30,2025-04-22 02:00:00
PO000963,001,2025-04-01,V004,ERP-I00027,FC_INCHEON,210,167,2025-04-13,Partial,43,2025-04-15 02:00:00
PO000976,001,2025-04-01,V004,ERP-I00028,MFC_GANGNAM,168,137,2025-04-13,Partial,31,2025-04-15 02:00:00
PO000988,001,2025-04-01,V004,ERP-I00028,FC_DONGTAN,252,201,2025-04-13,Partial,51,2025-04-18 02:00:00
PO001025,001,2025-04-01,V005,ERP-I00029,FC_DONGTAN,108,104,2025-04-07,Closed,4,2025-04-06 02:00:00
PO001089,001,2025-04-01,V005,ERP-I00031,MFC_GANGNAM,132,130,2025-04-07,Closed,2,2025-04-06 02:00:00
PO001123,001,2025-04-01,V008,ERP-I00032,MFC_GANGNAM,132,108,2025-05-06,Closed,24,2025-05-14 02:00:00
PO001235,001,2025-04-01,V009,ERP-I00035,FC_DONGTAN,48,48,2025-04-25,Closed,0,2025-05-13 02:00:00
PO001247,001,2025-04-01,V009,ERP-I00035,FC_INCHEON,48,45,2025-04-25,Partial,3,2025-04-23 02:00:00
PO001260,001,2025-04-01,V009,ERP-I00036,MFC_GANGNAM,42,40,2025-04-25,Closed,2,2025-04-26 02:00:00
PO001380,001,2025-04-01,V005,ERP-I00039,FC_DONGTAN,150,146,2025-04-07,Open,4,2025-04-08 02:00:00
PO001405,001,2025-04-01,V005,ERP-I00040,MFC_GANGNAM,48,45,2025-04-07,Closed,3,2025-04-07 02:00:00
PO001418,001,2025-04-01,V005,ERP-I00040,FC_DONGTAN,72,67,2025-04-07,Closed,5,2025-04-07 02:00:00
PO000053,001,2025-04-02,V002,ERP-I00002,FC_DONGTAN,120,101,2025-04-12,Partial,19,2025-04-12 02:00:00
PO000077,001,2025-04-02,V002,ERP-I00003,MFC_GANGNAM,138,123,2025-04-12,Open,15,2025-04-12 02:00:00
PO000100,001,2025-04-02,V002,ERP-I00003,FC_INCHEON,192,166,2025-04-12,Closed,26,2025-04-15 02:00:00
PO000193,001,2025-04-02,V002,ERP-I00006,FC_DONGTAN,354,288,2025-04-12,Closed,66,2025-04-18 02:00:00
PO000216,001,2025-04-02,V001,ERP-I00007,MFC_GANGNAM,144,144,2025-04-09,Closed,0,2025-04-08 02:00:00
PO000228,001,2025-04-02,V001,ERP-I00007,FC_DONGTAN,264,255,2025-04-09,Closed,9,2025-04-11 02:00:00
PO000240,001,2025-04-02,V001,ERP-I00007,FC_INCHEON,192,183,2025-04-09,Partial,9,2025-04-08 02:00:00
PO000264,001,2025-04-02,V001,ERP-I00008,FC_DONGTAN,366,351,2025-04-09,Closed,15,2025-04-09 02:00:00
PO000302,001,2025-04-02,V001,ERP-I00009,FC_DONGTAN,432,412,2025-04-09,Closed,20,2025-04-08 02:00:00
PO000364,001,2025-04-02,V003,ERP-I00011,MFC_GANGNAM,48,45,2025-04-10,Partial,3,2025-04-10 02:00:00
PO000377,001,2025-04-02,V003,ERP-I00011,FC_DONGTAN,90,84,2025-04-10,Closed,6,2025-04-11 02:00:00
PO000389,001,2025-04-02,V003,ERP-I00011,FC_INCHEON,54,54,2025-04-10,Partial,0,2025-04-14 02:00:00
PO000485,001,2025-04-02,V007,ERP-I00014,FC_DONGTAN,96,57,2025-05-14,Partial,39,2025-05-29 02:00:00
PO000576,001,2025-04-02,V007,ERP-I00017,MFC_GANGNAM,120,77,2025-05-14,Partial,43,2025-06-11 02:00:00
PO000588,001,2025-04-02,V007,ERP-I00017,FC_DONGTAN,192,167,2025-05-14,Partial,25,2025-05-16 02:00:00
PO000611,001,2025-04-02,V003,ERP-I00018,MFC_GANGNAM,108,103,2025-04-10,Closed,5,2025-04-12 02:00:00
PO000699,001,2025-04-02,V003,ERP-I00020,FC_DONGTAN,144,141,2025-04-10,Closed,3,2025-04-10 02:00:00
PO000747,001,2025-04-02,V005,ERP-I00021,FC_INCHEON,150,149,2025-04-08,Closed,1,2025-04-16 02:00:00
PO000773,001,2025-04-02,V004,ERP-I00022,FC_DONGTAN,168,140,2025-04-14,Partial,28,2025-04-13 02:00:00
PO000867,001,2025-04-02,V004,ERP-I00025,MFC_GANGNAM,96,86,2025-04-14,Closed,10,2025-04-13 02:00:00
PO000903,001,2025-04-02,V005,ERP-I00026,MFC_GANGNAM,108,102,2025-04-08,Closed,6,2025-04-09 02:00:00
