snapshot_datetime,center_id,wms_sku_code,on_hand_qty,reserved_qty,damaged_qty,quality_hold_qty,available_qty,stockout_flag
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00004,63,4,0,0,59,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00005,149,9,1,3,136,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00006,85,6,0,1,78,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00007,151,7,0,1,143,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00008,202,10,2,4,186,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00009,280,6,1,4,269,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00010,0,0,0,0,0,1
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00011,52,3,0,0,49,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00012,79,6,0,0,73,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00013,91,2,0,0,89,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00014,0,0,0,0,0,1
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00015,0,0,0,0,0,1
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00016,0,0,0,0,0,1
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00017,81,1,0,1,79,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00018,127,4,0,1,122,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00019,108,3,0,0,105,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00020,98,5,0,0,93,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00021,185,12,0,1,172,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00022,76,0,0,0,76,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00023,124,7,0,1,116,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00024,45,1,0,0,44,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00025,46,2,0,0,44,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00026,77,1,0,1,75,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00027,101,7,1,2,91,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00028,83,4,1,0,78,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00029,63,2,0,1,60,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00030,21,1,0,0,20,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00031,113,4,0,0,109,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00032,42,2,0,0,40,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00033,6,0,0,0,6,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00034,8,0,0,0,8,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00035,87,3,0,0,84,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00036,0,0,0,0,0,1
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00037,92,3,0,1,88,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00038,32,0,0,0,32,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00039,106,4,1,1,100,0
2025-04-07 08:00:00,MFC_GANGNAM,WMS-L00040,42,1,0,0,41,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00001,112,6,0,1,105,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00002,122,5,1,1,115,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00003,78,4,0,0,74,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00004,67,4,0,0,63,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00005,571,14,0,1,556,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00006,78,5,1,0,72,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00007,219,2,2,0,215,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00008,418,27,1,2,388,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00009,777,48,11,17,701,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00010,6,0,0,0,6,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00011,155,5,1,2,147,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00012,6,0,0,0,6,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00013,231,7,2,3,219,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00014,2,0,0,0,2,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00015,177,9,0,2,166,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00016,0,0,0,0,0,1
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00017,27,1,0,0,26,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00018,200,3,0,4,193,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00019,344,25,1,7,311,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00020,193,2,1,0,190,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00021,295,8,1,3,283,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00022,215,13,2,3,197,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00023,147,6,1,3,137,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00024,50,2,0,0,48,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00025,4,0,0,0,4,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00026,20,0,0,0,20,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00027,0,0,0,0,0,1
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00028,174,4,0,0,170,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00029,216,12,1,2,201,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00030,119,1,0,1,117,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00031,229,6,1,2,220,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00032,0,0,0,0,0,1
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00033,69,2,0,1,66,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00034,47,2,0,0,45,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00035,33,0,0,0,33,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00036,51,2,0,1,48,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00037,60,4,0,1,55,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00038,65,0,0,0,65,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00039,74,2,1,1,70,0
2025-04-14 08:00:00,FC_DONGTAN,WMS-L00040,89,6,0,1,82,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00001,96,1,1,0,94,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00002,29,1,0,0,28,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00003,0,0,0,0,0,1
2025-04-14 08:00:00,FC_INCHEON,WMS-L00004,29,1,0,0,28,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00005,414,26,5,9,374,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00006,150,4,1,2,143,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00007,385,14,5,4,362,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00008,365,3,3,4,355,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00009,485,26,4,9,446,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00010,219,9,1,2,207,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00011,23,1,0,0,22,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00012,156,7,0,0,149,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00013,175,6,2,3,164,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00014,9,0,0,0,9,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00015,137,10,1,3,123,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00016,15,0,0,0,15,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00017,0,0,0,0,0,1
2025-04-14 08:00:00,FC_INCHEON,WMS-L00018,257,3,3,0,251,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00019,185,7,0,0,178,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00020,82,3,0,1,78,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00021,175,8,1,2,164,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00022,102,3,0,1,98,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00023,58,1,0,0,57,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00024,23,1,0,0,22,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00025,35,2,0,0,33,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00026,191,6,2,3,180,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00027,33,2,0,0,31,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00028,117,8,0,0,109,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00029,116,1,1,0,114,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00030,77,3,0,1,73,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00031,266,9,2,5,250,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00032,35,0,0,0,35,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00033,51,1,0,1,49,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00034,72,1,0,0,71,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00035,40,0,0,0,40,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00036,68,4,0,0,64,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00037,10,0,0,0,10,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00038,60,1,0,1,58,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00039,142,10,0,2,130,0
2025-04-14 08:00:00,FC_INCHEON,WMS-L00040,62,4,0,0,58,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00001,78,4,0,0,74,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00002,98,6,0,1,91,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00003,94,3,1,1,89,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00004,29,1,0,0,28,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00005,296,17,1,6,272,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00006,152,10,0,0,142,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00007,247,14,3,0,230,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00008,360,5,3,4,348,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00009,468,13,7,8,440,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00010,104,4,0,1,99,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00011,85,5,0,0,80,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00012,49,3,0,1,45,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00013,160,7,0,0,153,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00014,25,0,0,0,25,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00015,0,0,0,0,0,1
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00016,0,0,0,0,0,1
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00017,59,1,0,1,57,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00018,207,9,1,1,196,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00019,198,2,2,0,194,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00020,175,2,0,3,170,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00021,153,9,1,1,142,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00022,62,4,0,1,57,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00023,95,3,0,0,92,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00024,22,0,0,0,22,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00025,119,2,1,2,114,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00026,164,6,1,1,156,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00027,70,0,1,0,69,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00028,129,6,0,2,121,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00029,102,1,0,1,100,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00030,2,0,0,0,2,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00031,79,0,0,1,78,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00032,22,1,0,0,21,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00033,0,0,0,0,0,1
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00034,101,5,0,0,96,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00035,81,3,0,1,77,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00036,0,0,0,0,0,1
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00037,94,1,0,1,92,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00038,25,0,0,0,25,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00039,78,5,0,0,73,0
2025-04-14 08:00:00,MFC_GANGNAM,WMS-L00040,78,3,0,0,75,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00001,79,6,0,1,72,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00002,93,1,1,1,90,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00003,267,11,0,3,253,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00004,6,0,0,0,6,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00005,504,38,0,6,460,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00006,298,22,3,5,268,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00007,176,5,1,1,169,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00008,325,19,0,5,301,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00009,680,33,9,4,634,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00010,217,2,0,2,213,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00011,139,6,1,3,129,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00012,0,0,0,0,0,1
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00013,178,7,2,4,165,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00014,0,0,0,0,0,1
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00015,291,8,0,1,282,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00016,0,0,0,0,0,1
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00017,1,0,0,0,1,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00018,242,9,0,1,232,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00019,309,13,3,2,291,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00020,165,10,0,3,152,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00021,247,9,2,1,235,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00022,187,12,1,1,173,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00023,292,19,4,6,263,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00024,129,9,0,2,118,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00025,123,9,0,1,113,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00026,0,0,0,0,0,1
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00027,115,3,0,2,110,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00028,316,12,2,6,296,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00029,192,12,1,2,177,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00030,192,5,0,3,184,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00031,136,2,1,2,131,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00032,76,5,0,1,70,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00033,59,1,0,1,57,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00034,2,0,0,0,2,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00035,30,0,0,0,30,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00036,39,1,0,0,38,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00037,32,1,0,0,31,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00038,51,1,0,0,50,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00039,30,0,0,0,30,0
2025-04-21 08:00:00,FC_DONGTAN,WMS-L00040,81,5,0,0,76,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00001,76,2,0,1,73,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00002,59,4,0,1,54,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00003,138,10,1,0,127,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00004,70,4,0,1,65,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00005,356,26,2,3,325,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00006,89,3,0,1,85,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00007,348,25,0,0,323,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00008,291,16,3,3,269,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00009,426,22,0,8,396,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00010,197,15,0,1,181,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00011,27,0,0,0,27,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00012,255,10,1,5,239,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00013,154,3,0,2,149,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00014,0,0,0,0,0,1
2025-04-21 08:00:00,FC_INCHEON,WMS-L00015,84,4,0,1,79,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00016,2,0,0,0,2,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00017,0,0,0,0,0,1
2025-04-21 08:00:00,FC_INCHEON,WMS-L00018,233,16,1,5,211,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00019,163,7,2,0,154,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00020,64,4,0,0,60,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00021,211,5,1,0,205,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00022,192,8,2,1,181,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00023,11,0,0,0,11,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00024,75,3,0,0,72,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00025,20,0,0,0,20,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00026,168,2,1,0,165,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00027,141,2,0,0,139,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00028,158,10,2,1,145,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00029,104,4,0,0,100,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00030,137,9,1,0,127,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00031,245,15,2,4,224,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00032,0,0,0,0,0,1
2025-04-21 08:00:00,FC_INCHEON,WMS-L00033,47,3,0,0,44,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00034,45,3,0,0,42,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00035,35,1,0,0,34,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00036,56,3,0,0,53,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00037,0,0,0,0,0,1
2025-04-21 08:00:00,FC_INCHEON,WMS-L00038,51,2,0,0,49,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00039,120,9,1,1,109,0
2025-04-21 08:00:00,FC_INCHEON,WMS-L00040,50,1,0,0,49,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00001,60,0,0,0,60,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00002,165,7,0,3,155,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00003,78,2,0,0,76,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00004,37,0,0,0,37,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00005,254,16,3,0,235,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00006,104,5,0,0,99,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00007,214,14,0,0,200,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00008,324,14,0,6,304,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00009,423,22,6,10,385,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00010,53,1,0,0,52,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00011,77,2,0,1,74,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00012,5,0,0,0,5,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00013,142,5,1,3,133,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00014,13,0,0,0,13,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00015,1,0,0,0,1,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00016,0,0,0,0,0,1
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00017,38,1,0,0,37,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00018,187,9,1,3,174,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00019,179,3,1,0,175,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00020,156,3,2,2,149,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00021,123,6,1,2,114,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00022,126,9,1,1,115,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00023,160,2,0,1,157,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00024,3,0,0,0,3,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00025,100,6,0,1,93,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00026,144,10,0,3,131,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00027,127,6,0,1,120,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00028,126,3,0,2,121,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00029,88,2,1,1,84,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00030,48,0,0,0,48,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00031,69,2,0,0,67,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00032,1,0,0,0,1,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00033,0,0,0,0,0,1
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00034,68,1,0,1,66,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00035,72,4,0,0,68,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00036,0,0,0,0,0,1
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00037,79,5,0,1,73,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00038,18,0,0,0,18,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00039,70,0,0,0,70,0
2025-04-21 08:00:00,MFC_GANGNAM,WMS-L00040,74,3,0,1,70,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00001,48,3,0,1,44,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00002,60,4,0,1,55,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00003,217,5,0,4,208,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00004,135,6,0,2,127,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00005,426,29,1,5,391,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00006,220,13,2,3,202,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00007,116,3,1,2,110,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00008,259,15,2,2,240,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00009,601,25,4,7,565,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00010,146,5,2,2,137,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00011,115,3,0,0,112,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00012,0,0,0,0,0,1
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00013,141,9,1,0,131,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00014,0,0,0,0,0,1
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00015,209,10,1,3,195,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00016,0,0,0,0,0,1
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00017,0,0,0,0,0,1
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00018,215,13,1,4,197,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00019,276,11,0,4,261,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00020,138,2,0,1,135,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00021,164,11,2,1,150,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00022,151,4,0,2,145,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00023,237,7,3,3,224,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00024,147,6,1,1,139,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00025,88,2,0,0,86,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00026,0,0,0,0,0,1
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00027,170,8,0,3,159,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00028,252,14,3,1,234,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00029,175,8,1,3,163,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00030,167,6,2,2,157,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00031,50,0,0,0,50,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00032,61,1,0,1,59,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00033,44,2,0,0,42,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00034,179,5,1,2,171,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00035,25,0,0,0,25,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00036,28,1,0,0,27,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00037,14,0,0,0,14,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00038,39,0,0,0,39,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00039,4,0,0,0,4,0
2025-04-28 08:00:00,FC_DONGTAN,WMS-L00040,61,4,0,0,57,0
2025-04-28 08:00:00,FC_INCHEON,WMS-L00001,67,3,0,1,63,0
2025-04-28 08:00:00,FC_INCHEON,WMS-L00002,43,2,0,0,41,0
2025-04-28 08:00:00,FC_INCHEON,WMS-L00003,112,1,0,2,109,0
2025-04-28 08:00:00,FC_INCHEON,WMS-L00004,33,1,0,0,32,0
2025-04-28 08:00:00,FC_INCHEON,WMS-L00005,315,7,2,5,301,0
2025-04-28 08:00:00,FC_INCHEON,WMS-L00006,30,1,0,0,29,0
